"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G239196","Non-Essential","Protein Kinases","Nuclear pore complex (NPC)","Mating and sporulation defects","PS00133","8","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239196","Non-Essential","Transcription factors","Nem1p-Spo7p complex","Mating and sporulation defects","PS00133","8","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00133","8","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00133","8","TRANSCRIPTION","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00133","8","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00133","8","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00133","8","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239196","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00133","8","TRANSCRIPTION","nucleus."
"G239223","Non-Essential","Protein Kinases","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00564","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239223","Non-Essential","Protein Kinases","Arginine-specific carbamoylphosphate synthase","Auxotrophies, carbon and","PS00564","15","METABOLISM","cytoplasm."
"G239223","Non-Essential","Protein Kinases","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00565","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239223","Non-Essential","Protein Kinases","Arginine-specific carbamoylphosphate synthase","Stress response defects","PS00565","15","METABOLISM","cytoplasm."
"G239247","Non-Essential","Major facilitator superfamily proteins (MFS)","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00074","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239247","Non-Essential","Major facilitator superfamily proteins (MFS)","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00074","4","METABOLISM","cytoplasm."
"G239266","Essential","Molecular chaperones","Exocyst complex","Cell morphology and organelle mutants","PS00750","12","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239266","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00225","12","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G239266","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS01257","12","PROTEIN DESTINATION","cytoplasm."
"G239294","Non-Essential","Ubiquitin-system proteins","Translation complexes","Conditional phenotypes","PS00056","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239294","Non-Essential","Molecular chaperones","Translation complexes","Stress response defects","PS00297","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G239294","Non-Essential","Ubiquitin-system proteins","Prenyltransferases","Conditional phenotypes","PS01175","4","PROTEIN DESTINATION","cytoplasm."
"G239316","Non-Essential","Protein phosphatases","Kel1p/Kel2p complex","Cell morphology and organelle mutants","PS00383","15","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G239316","Non-Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239316","Non-Essential","Protein phosphatases","Calcineurin B","Conditional phenotypes","PS00383","15","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G239316","Non-Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Conditional phenotypes","PS00383","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239316","Non-Essential","Ubiquitin-system proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00097","15","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G239316","Non-Essential","Protein phosphatases","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00097","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Carbohydrate and lipid biosynthesis defects","PS00675","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Gim complexes","Carbohydrate and lipid biosynthesis defects","PS00017","5","PROTEIN DESTINATION","golgi."
"G239321","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Gim complexes","Cell morphology and organelle mutants","PS00017","5","PROTEIN DESTINATION","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Gim complexes","Conditional phenotypes","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Conditional phenotypes","PS00410","5","PROTEIN DESTINATION","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","PS00675","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G239321","Non-Essential","GTP/GDP-exchange factors (GEFs)","Gim complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","5","PROTEIN DESTINATION","golgi."
"G239341","Non-Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00217","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G239341","Non-Essential","ATPases","Intracellular transport complexes","Nucleic acid metabolism defects","PS00675","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","golgi."
"G239392","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Sensitivity to aminoacid analogs and other drugs","PS01175","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G239392","Non-Essential","Ubiquitin-system proteins","Prenyltransferases","Sensitivity to aminoacid analogs and other drugs","PS01175","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","cytoplasm."
"G239392","Non-Essential","Ubiquitin-system proteins","Nucleosomal protein complex","Sensitivity to aminoacid analogs and other drugs","PS01175","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239392","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Stress response defects","PS01175","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G239392","Non-Essential","Ubiquitin-system proteins","Prenyltransferases","Stress response defects","PS01175","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","cytoplasm."
"G239392","Non-Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Stress response defects","PS01175","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239393","Non-Essential","ATPases","Casein kinase","Mating and sporulation defects","PS00098","9","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","peroxisome."
"G239393","Non-Essential","Major facilitator superfamily proteins (MFS)","Casein kinase","Nucleic acid metabolism defects","PS00098","9","ENERGY","peroxisome."
"G239393","Non-Essential","Other kinases","cAMP-dependent protein kinase","Conditional phenotypes","PS00098","9","METABOLISM","peroxisome."
"G239393","Non-Essential","ATPases","Casein kinase","Mating and sporulation defects","PS00737","9","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","peroxisome."
"G239393","Non-Essential","Major facilitator superfamily proteins (MFS)","Casein kinase","Nucleic acid metabolism defects","PS00737","9","ENERGY","peroxisome."
"G239393","Non-Essential","Major facilitator superfamily proteins (MFS)","Glucan synthases","Nucleic acid metabolism defects","PS00737","9","METABOLISM","peroxisome."
"G239420","Non-Essential","Major facilitator superfamily proteins (MFS)","Respiration chain complexes","Auxotrophies, carbon and","PS00178","8","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G239420","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00178","8","PROTEIN SYNTHESIS","mitochondria."
"G239428","Non-Essential","Ubiquitin-system proteins","Cytoskeleton","Conditional phenotypes","PS00383","15","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239428","Non-Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Conditional phenotypes","PS00383","15","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G239428","Non-Essential","Protein phosphatases","Calcineurin B","Conditional phenotypes","PS00018","15","TRANSCRIPTION","cytoplasm."
"G239438","Non-Essential","Protein Kinases","Histone deacetylase complexes","Mating and sporulation defects","PS00017","3","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239438","Non-Essential","Transcription factors","Synaptonemal complex (SC)","Mating and sporulation defects","PS00463","3","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239438","Non-Essential","Transcription factors","Histone acetyltransferase complexes","Mating and sporulation defects","PS00027","3","TRANSCRIPTION","nucleus."
"G239467","Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00430","11","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239467","Essential","Transcription factors","Replication complexes","Stress response defects","PS00430","11","TRANSCRIPTION","nucleus."
"G239476","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00678","14","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G239476","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00678","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G239476","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00678","14","METABOLISM","nucleus."
"G239476","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00678","14","TRANSCRIPTION","nucleus."
"G239488","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00108","10","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G239488","Non-Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00300","10","METABOLISM","ER."
"G239488","Non-Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00014","10","PROTEIN DESTINATION","ER."
"G239523","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00036","14","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","peroxisome."
"G239523","Non-Essential","Molecular chaperones","Mitochondrial translocase complex","Cell morphology and organelle mutants","PS00190","14","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","peroxisome."
"G239536","Non-Essential","Protein Kinases","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00188","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239536","Non-Essential","Protein Kinases","Translation complexes","Cell cycle defects","PS00188","2","ENERGY","cytoplasm."
"G239536","Non-Essential","Protein Kinases","Translation complexes","Cell cycle defects","PS00188","2","METABOLISM","cytoplasm."
"G239536","Non-Essential","Protein Kinases","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00866","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G239536","Non-Essential","Protein Kinases","Translation complexes","Cell cycle defects","PS00866","2","ENERGY","cytoplasm."
"G239536","Non-Essential","Protein Kinases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00866","2","METABOLISM","cytoplasm."
"G239536","Non-Essential","Protein Kinases","cAMP-dependent protein kinase","Auxotrophies, carbon and","PS00867","2","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
