"V1","V2","V3","V4","V5","V6","V7","V9"
"G238783","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00599","4","?."
"G234314","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00108","4","?."
"G235761","Non-Essential","Cyclins","Cytoskeleton","Mating and sporulation defects","PS00227","14","?."
"G234515","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Conditional phenotypes","PS01019","4","?."
"G235818","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00299","15","?."
"G234847","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","14","?."
"G234633","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00463","11","?."
"G234688","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00690","12","?."
"G235276","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Auxotrophies, carbon and","PS00017","4","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Translation complexes","Stress response defects","PS00299","12","?."
"G235818","Non-Essential","Cyclins","Histone acetyltransferase complexes","Auxotrophies, carbon and","PS00078","15","?."
"G235547","Non-Essential","Cyclins","Cytoskeleton","Conditional phenotypes","PS00463","10","?."
"G234802","Non-Essential","ATPases","Nonsense-mediated mRNA decay pathway complex","Sensitivity to aminoacid analogs and other drugs","PS00017","13","?."
"G234790","Non-Essential","Ubiquitin-system proteins","Proteases, mitochondrial","Stress response defects","PS00183","13","?."
"G235220","Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00402","4","?."
"G235775","Essential","Other kinases","Sister chromatid cohesion regulation complex","Cell morphology and organelle mutants","PS00678","11","?."
"G234203","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00116","4","?."
"G238584","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
"G234203","Essential","Polymerases","Replication complexes","Conditional phenotypes","PS00116","4","?."
"G235284","Essential","GTP-binding proteins","Translation complexes","Auxotrophies, carbon and","PS00030","4","?."
"G234813","Non-Essential","Proteases","Proteases, mitochondrial","Stress response defects","PS00501","13","?."
"G234389","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00036","6","?."
"G234592","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs","PS00294","14","?."
"G234423","Essential","GTP/GDP-exchange factors (GEFs)","Proteasome","Cell morphology and organelle mutants","PS00626","7","?."
"G234216","Essential","ATPases","Proteasome","Cell cycle defects","PS00225","4","?."
"G235571","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Auxotrophies, carbon and","PS00120","11","?."
"G236279","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00866","7","?."
"G236066","Essential","Other kinases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00951","2","?."
"G234773","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00030","13","?."
"G240296","Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00379","4","?."
"G234837","Non-Essential","Nucleases","RNA processing complexes","Auxotrophies, carbon and","PS01175","13","?."
"G235761","Non-Essential","Cyclins","Cytoskeleton","Conditional phenotypes","PS00294","14","?."
"G234213","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","4","?."
"G240185","Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00017","2","?."
"G234062","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00152","4","?."
"G234785","Non-Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00227","14","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","16","?."
"G234419","Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G234531","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Cell cycle defects","PS00211","9","?."
"G235904","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00599","15","?."
"G234485","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Mating and sporulation defects","PS00108","8","?."
"G235454","Essential","Ubiquitin-system proteins","RNA processing complexes","Cell morphology and organelle mutants","PS01159","8","?."
"G235318","Non-Essential","Proteases","Isocitrate lyase","Auxotrophies, carbon and","PS00161","5","?."
"G234175","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00736","3","?."
"G239664","Non-Essential","GTP-binding proteins","Ornithine carbamoyltransferase","Conditional phenotypes","PS00052","10","?."
"G239825","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00187","12","?."
"G235268","Essential","Ubiquitin-system proteins","Kinetochore protein complexes","Cell cycle defects","PS00183","4","?."
"G235001","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Mating and sporulation defects","PS00108","16","?."
"G237026","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Conditional phenotypes","PS00074","15","?."
"G234965","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01112","2","?."
"G234515","Non-Essential","Transcription factors","Assembly complexes","Nucleic acid metabolism defects","PS00633","8","?."
"G234365","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS01159","5","?."
"G235150","Non-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Conditional phenotypes","PS00218","2","?."
"G239167","Non-Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00017","11","?."
"G234419","Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00434","7","?."
"G234837","Non-Essential","Nucleases","RNA processing complexes","Nucleic acid metabolism defects","PS01175","13","?."
"G239162","Non-Essential","Molecular chaperones","Chaperonine containing T-complex TRiC (TCP RING Complex)","Conditional phenotypes","PS00215","4","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00299","12","?."
"G234365","Essential","Ubiquitin-system proteins","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS01159","5","?."
"G234780","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","13","?."
"G235605","Essential","Actins","Cytoskeleton","Conditional phenotypes","PS00325","12","?."
"G234394","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00432","6","?."
"G235440","Essential","GTP/GDP-exchange factors (GEFs)","Proteasome","Mating and sporulation defects","PS00388","7","?."
"G235224","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","4","?."
"G234213","Non-Essential","GTP-binding proteins","Translation complexes","Auxotrophies, carbon and","PS00017","4","?."
"G240327","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G234971","Essential","Molecular chaperones","Translocon","Sensitivity to aminoacid analogs and other drugs","PS01071","15","?."
"G235818","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","15","?."
"G239856","Essential","Other kinases","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00434","13","?."
"G235362","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00030","12","?."
"G235775","Essential","ATPases","Sister chromatid cohesion regulation complex","Cell cycle defects","PS00211","6","?."
"G239835","Non-Essential","Ubiquitin-system proteins","Translocon","Stress response defects","PS00028","4","?."
"G234992","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Conditional phenotypes","PS00218","15","?."
"G234847","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00116","14","?."
"G235569","Non-Essential","Major facilitator superfamily proteins (MFS)","RNA processing complexes","Conditional phenotypes","PS00637","11","?."
"G234268","Non-Essential","Ubiquitin-system proteins","Translocon","Carbohydrate and lipid biosynthesis defects","PS00013","4","?."
"G236838","Non-Essential","Ubiquitin-system proteins","Translocon","Carbohydrate and lipid biosynthesis defects","PS00013","12","?."
"G238048","Non-Essential","Molecular chaperones","Respiration chain complexes","Auxotrophies, carbon and","PS01184","6","?."
"G235233","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","?."
"G235565","Essential","ATPases","Kinetochore protein complexes","Cell cycle defects","PS00225","4","?."
"G234125","Non-Essential","Protein Kinases","Translocon","Cell morphology and organelle mutants","PS00108","2","?."
"G234573","Essential","ATPases","Translocon","Cell morphology and organelle mutants","PS00017","10","?."
"G234515","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","8","?."
"G235770","Non-Essential","Cyclins","Gim complexes","Mating and sporulation defects","PS00107","14","?."
"G235904","Non-Essential","Cyclins","Histone acetyltransferase complexes","Auxotrophies, carbon and","PS00017","15","?."
"G234161","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108","3","?."
"G234739","Essential","ATPases","Translation complexes","Sensitivity to antibiotics","PS00017","12","?."
"G238429","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G235770","Non-Essential","Transcription factors","Gim complexes","Conditional phenotypes","PS00028","14","?."
"G234385","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00636","6","?."
"G234112","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00153","2","?."
"G235097","Non-Essential","Protein phosphatases","Nem1p-Spo7p complex","Mating and sporulation defects","PS00108","1","?."
"G236838","Non-Essential","Ubiquitin-system proteins","Translocon","Carbohydrate and lipid biosynthesis defects","PS00013","12","?."
"G237429","Non-Essential","Transcription factors","Cytoskeleton","Cell morphology and organelle mutants","PS00028","13","?."
"G234314","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","4","?."
"G237116","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
